0.2377,0.2458,0.2522,0.2248,0.2748,0.3393,0.2966,0.4070,0.5029,0.7333,0.7059,0.6004,0.4940,0.4303,0.4432,0.5085,0.4352,0.3997,0.3393,0.4416,0.4513,0.3900,0.3441,0.3667,0.3683,0.3377,0.3804,0.4053,0.4021,0.4440,0.3989,0.3489,0.3038,0.2724,1.0226,1.6714,2.1371,2.6690,2.9325,1.1008,0.9412,0.8566,0.7511,0.7777,0.9372,1.0782,1.1355,0.9324,1.1733,0.7293,0.6656,0.6116,0.7051,0.8341,0.9952,0.9219,0.8325,0.7277,0.7221,0.7390,0.7204,0.7027,0.7720,0.8615,0.7108,1.1105,1.3998,1.5698,1.8817,2.0292,1.7229,1.6512,1.7044,1.8358,1.9856,2.0179,1.9945,2.1420,2.0566,1.8849,1.9115,1.8583,1.7407,1.6141,1.4796,1.6979,2.0485,2.0936,2.1839,1.8994,1.5593,1.3812,1.2571,1.4618,1.3619,1.5199,1.3958,1.1830,1.2515,1.9453,2.7230,3.2758,3.2847,3.2645,3.2533,1.9462,2.6207,2.7617,2.5360,2.9196,2.6456,2.7286,2.4458,2.1702,2.0098,1.8849,1.7213,1.7415,1.8406,1.8712,1.6286,1.4876,1.7624,1.9752,1.8865,1.7253,1.5666,1.3780,1.2571,1.3869,1.6166,1.5634,1.6238,1.5892,1.3256,1.2241,1.3619,1.6448,1.5811,1.4248,1.3651,1.2515,1.0887,1.0565,1.0863,1.0186,1.1435,1.2700,1.2539,1.3079,1.2499,1.0452,1.1951,1.3442,1.4054,1.4103,1.3434,1.3538,1.5618,1.7705,1.7439,1.8986,1.9349,1.7471,1.5134,1.3466,1.1895,1.1137,1.1121,1.2297,1.0597,0.9050,0.9517,1.0541,1.2160,1.3442,1.1338,1.5714,1.3305,1.4409,1.4054,0.8462,1.1266,0.9928,0.9533,0.9001,0.8228,0.7414,0.6753,0.6415,0.6431,0.5351,0.5045,0.4569,0.4134,0.4247,0.4795,0.4900,0.4247,0.4078
0.4545,0.5109,0.5230,0.4827,0.5609,0.6141,0.5907,0.6519,0.6834,0.6906,0.5762,0.5875,0.5826,0.5802,0.7809,1.2402,0.5778,0.4819,0.5359,0.7728,0.6987,0.5947,0.6576,0.6237,0.6020,0.5230,0.4916,0.6415,0.6850,0.6536,0.7922,0.9114,0.8647,0.8381,0.8405,0.7422,0.6656,1.1040,1.3152,1.3353,1.4691,1.3031,1.1475,0.9735,1.0774,1.3144,1.4344,1.4747,1.3273,1.1097,1.3127,1.5368,1.3047,1.1612,1.1121,1.2362,1.1798,1.2426,1.4981,1.6045,1.5795,1.7076,1.6947,1.6826,1.6198,1.5263,1.4916,2.5320,3.2146,1.6705,1.5988,1.5908,1.3804,1.1677,1.1637,1.0549,1.4280,1.6351,1.7020,1.5537,1.4949,2.2073,3.1815,3.2847,3.2718,3.2694,2.2056,1.8591,1.6391,1.5094,1.4747,1.6295,1.5747,1.4240,1.1854,1.1685,1.3208,1.2773,1.6786,1.7439,1.6117,1.3377,1.3305,1.5690,1.6955,1.6883,1.4554,1.3788,1.2805,1.1024,1.1250,1.3369,1.4997,1.3264,1.2386,1.2330,1.0492,1.2394,1.1878,1.3410,1.4973,1.4296,1.2144,1.0984,1.0710,1.0629,1.2628,1.3740,1.4788,1.4425,1.2966,1.2281,1.2007,1.1604,1.2394,1.1588,1.0508,0.9920,0.8188,0.9034,0.9928,0.8566,1.1427,2.2758,2.8020,3.1912,3.2645,3.2565,3.0099,1.8043,2.9011,2.7254,2.2870,2.0235,1.9486,1.7947,1.5489,1.3490,1.2217,1.0565,0.9147,0.8945,0.7414,0.6826,0.6568,0.6503,0.5915,0.5859,0.5061,0.5851,0.5875,0.5923,0.5375,0.5045,0.4440,0.4190,0.6221,0.5762,0.5697,0.4714,0.5391,0.5649,0.5093,0.4892,0.6245,0.5440,0.4916,0.4867,0.4199,0.4311,0.5399,0.5004,0.4481,0.3852,0.3989,0.3884,0.4005,0.4376,0.4956,0.4529
0.3828,0.3514,0.3054,0.4924,0.5198,0.5770,0.6125,0.5625,0.4875,0.4763,0.5544,0.6245,0.5722,0.6479,0.6471,0.7059,0.5979,0.5456,0.5125,0.4440,0.3884,0.4505,0.4964,0.4327,0.3659,0.4747,0.5311,0.5246,0.7237,0.8107,0.7857,0.8719,0.8897,0.8067,0.7712,0.8703,0.9163,1.2475,0.9977,1.0645,0.9815,1.0452,1.1886,1.0613,0.9106,0.9904,0.9936,0.9445,1.2201,1.3692,1.4538,1.4046,1.2652,1.0774,1.1347,1.4884,1.6883,1.6923,1.6633,1.5045,1.3692,1.4272,2.0590,3.2670,3.2807,1.8511,1.5988,1.3893,1.2112,1.1355,1.2797,1.3119,1.3410,1.3861,1.3321,1.8229,2.6714,3.1437,3.2718,2.0163,2.1428,2.0880,2.0832,1.9413,2.3249,2.8036,2.9849,2.9849,2.9841,2.9873,2.9809,2.9914,2.9801,2.9744,2.8390,2.7109,2.8527,2.8173,2.9100,2.9817,2.7117,2.6255,3.2686,3.2734,3.2742,3.2774,3.1848,2.7367,2.9849,2.9881,2.8390,2.3217,2.0155,1.8003,1.5456,1.5456,1.4288,1.4215,1.5601,1.5319,1.5505,1.7415,1.6351,1.4634,1.4014,1.3974,1.2249,1.3208,1.4119,1.3273,1.5126,1.3450,1.4006,1.4916,1.3756,1.3079,1.4594,1.5900,1.4352,1.3821,1.2950,1.5722,1.5134,1.3684,1.1733,1.1862,1.2837,1.2064,1.2193,1.3087,1.1822,1.2209,1.3466,1.4610,1.6295,1.4586,1.1951,1.0726,0.9098,0.8832,0.9050,0.8800,0.8349,0.8333,0.7857,0.6850,0.5794,0.5037,0.4779,0.4102,0.4996,0.5012,0.5552,0.5681,0.5456,0.4803,0.4432,0.4529,0.3860,0.3667,0.3908,0.4610,0.4311,0.3642,0.3223,0.2861,0.2651,0.2313,0.2111,0.2095,0.1870,0.2232,0.2192,0.2410,0.2313,0.2361,0.2313,0.2055,0.1862,0.1773
0.5351,0.6777,0.7696,0.7672,0.7599,0.6858,0.6374,0.6108,0.6503,0.5963,0.6197,0.7680,0.6769,0.7108,0.7333,0.6052,0.6415,0.6850,0.5988,0.5480,0.4956,0.4215,0.4053,0.3578,0.3183,0.3949,0.3707,0.5117,0.5004,0.4875,0.5697,0.6552,0.6382,0.8792,0.9832,0.8518,0.9695,0.8325,0.9968,1.0984,1.1967,1.1081,1.1677,1.1854,1.2040,1.1621,1.0919,0.9646,1.2015,1.5174,1.6577,1.5271,1.9985,2.3386,2.0678,1.6778,1.5207,1.4401,1.6585,1.9615,1.8704,1.9856,1.9421,1.6697,1.4151,1.4264,1.3305,1.1822,1.0637,1.1508,1.4465,1.3281,1.3571,1.2507,1.2217,1.3982,1.4256,1.3571,1.5585,1.4368,1.4441,1.5924,1.7681,1.5932,1.9228,2.1122,2.2604,2.3459,2.3451,2.1468,1.9155,2.0896,2.7327,2.7222,2.6819,2.7923,2.6045,2.3402,2.2121,2.3265,2.5393,2.3910,2.5086,2.8689,2.9801,2.9777,2.9849,2.8640,2.8221,2.6948,2.3789,2.1525,2.1105,1.9196,1.7326,1.4892,1.3345,1.2950,1.2837,1.1540,1.1234,1.1669,1.2152,1.1612,1.0919,1.2305,1.3119,1.4570,1.5021,1.7270,1.7858,1.6738,1.6182,1.8196,2.0308,1.9042,1.8116,1.5529,1.7536,1.9655,1.8615,1.7664,1.7294,1.6496,1.5626,1.5738,1.3933,1.3514,1.6689,1.4916,1.3337,1.3877,1.3474,1.1999,0.9727,0.8768,0.8897,0.9179,0.9670,1.0758,1.0790,1.0887,1.0307,0.9598,0.8300,0.7793,0.8316,0.8671,0.8115,0.7793,0.6689,0.6479,0.5641,0.7535,0.7849,0.7374,0.6407,0.5851,0.5963,0.5778,0.5770,0.7752,0.7406,0.7180,0.6382,0.8437,0.7849,0.6737,0.6060,0.5343,0.4835,0.5754,0.7132,0.6664,0.5568,0.4642,0.4223,0.3578,0.3103,0.4892
1.2918,1.1540,0.9928,0.8913,1.0645,1.1838,1.1242,1.1145,1.2451,1.2862,1.2048,1.4215,1.5424,1.3538,1.2563,1.1073,1.0670,1.1338,1.0992,0.9678,0.9880,1.0823,1.2136,1.1492,1.1733,1.1919,1.2805,1.3998,1.3667,1.2362,1.3345,1.2894,1.1999,1.1161,1.1355,1.5078,1.6182,1.4562,1.2870,1.1153,1.1427,1.3506,1.7068,1.5239,1.3087,1.4626,1.8688,2.1557,2.1122,1.9977,1.9824,2.2201,2.2484,2.1396,2.1581,2.0840,1.9921,2.1202,2.0098,1.8511,1.7278,1.4240,1.6714,1.5714,1.4683,1.4385,1.4941,1.9873,1.8551,1.8897,1.8905,1.9236,1.7084,2.6158,3.2645,3.2799,3.2718,3.2436,2.9777,2.7085,2.9833,2.9817,2.9881,2.9785,2.9825,2.6489,2.3410,2.3015,2.0630,2.0203,2.1525,2.1009,1.9792,1.6488,1.6464,1.8809,2.0138,1.8317,1.8116,1.6270,1.4062,1.4046,1.4570,1.3321,1.5118,1.6037,1.4119,1.4836,1.7366,1.5771,1.6738,1.7552,1.7471,1.6625,1.7874,1.7769,1.5964,1.5005,1.5142,1.4022,1.5086,1.3313,1.3659,1.4022,1.3047,1.4167,1.2402,1.2064,1.1274,0.9864,0.9952,0.9364,1.1193,1.2757,1.0927,0.9106,0.8462,0.8115,0.8091,0.9646,0.8768,0.8268,0.8252,0.8171,0.9968,1.0428,0.9106,0.8647,0.7672,0.6576,0.6245,0.6922,0.7285,0.6673,0.6906,0.7293,0.6930,0.6979,0.5971,0.5577,0.4787,0.4787,0.5351,0.5327,0.5641,0.5641,0.5568,0.5842,0.5730,0.5988,0.5552,0.5552,0.5826,0.5230,0.4940,0.4618,0.3900,0.4787,0.6906,0.7801,0.7664,0.6600,0.5625,0.5617,0.5617,0.7221,0.8268,0.7196,0.6262,0.5536,0.4658,0.4408,0.4287,0.6270,0.5931,0.5004,0.4279,0.5762,0.4900,0.4787
0.1813,0.2450,0.2716,0.3256,0.3135,0.3006,0.2716,0.2313,0.2200,0.2490,0.2289,0.2256,0.2256,0.3151,0.3812,0.3522,0.3602,0.3385,0.3103,0.3796,0.3715,0.6366,0.6286,0.5222,0.5899,0.6415,0.7212,0.6527,0.6100,0.5021,0.6858,0.7656,0.6971,0.6511,0.5810,0.5689,0.5657,0.6544,0.7672,0.7801,0.7277,0.7188,0.6060,0.5206,0.6141,0.6157,0.6318,0.8139,0.7744,0.7269,0.6656,0.7978,0.7938,0.7341,0.8018,0.8405,0.9010,0.8421,1.0774,1.2064,1.1040,1.4183,1.7664,1.5263,1.3055,1.3361,1.3901,1.2805,1.2999,1.2926,1.1927,1.1338,1.0525,0.9630,0.9340,0.9872,0.9042,1.2974,1.8406,1.7785,1.5529,1.3305,1.7270,2.1541,2.2089,1.8825,1.7278,1.6423,1.9204,2.0549,2.2435,2.2870,2.1194,2.4079,1.5706,1.4368,1.3603,1.5626,1.8664,2.0735,2.1210,2.0404,1.9768,1.7012,1.5352,1.4691,1.6875,1.5795,1.5497,1.5585,1.5666,1.4022,1.4111,1.9840,2.3958,2.2113,2.2347,2.3757,2.8149,2.9027,2.8600,2.4643,2.3507,2.0477,1.9010,1.8930,1.7576,1.7689,1.8922,1.5980,1.4836,1.4771,1.3941,1.5771,1.7874,1.7922,1.8768,1.6367,1.4812,1.6633,1.6963,1.4771,1.3724,1.2982,1.3353,1.2555,1.2741,1.1266,1.2209,1.3587,1.4642,1.4078,1.2950,1.2845,1.1427,1.0476,1.2096,1.1725,1.1210,1.0347,0.9404,0.9582,1.2040,1.5400,1.5215,1.4240,1.3909,1.4095,1.4989,1.4731,1.4699,1.3853,1.3015,1.3466,1.6101,1.4683,1.3941,1.2974,1.2910,1.3023,1.4876,1.2853,1.1201,0.9638,0.8268,0.7358,0.9396,0.8566,0.7229,0.6632,0.6350,0.5560,0.4892,0.4231,0.3610,0.4626,0.5697,0.4763,0.5182,0.5423
0.6044,0.6503,0.5665,0.4835,0.4384,0.3820,0.3731,0.4601,0.6189,0.5633,0.5488,0.4948,0.4738,0.4239,0.4658,0.4005,0.4553,0.4867,0.6197,0.8268,0.8179,0.7640,0.7156,0.6350,0.6850,0.9429,0.8179,0.9549,1.0218,1.0154,0.8719,0.7857,0.7632,0.7075,0.8824,0.9445,0.8929,1.0363,1.3087,1.4892,1.3152,1.3240,1.2990,1.1983,1.3595,1.6738,1.4997,1.2636,1.3063,1.3482,1.5271,1.5916,1.5666,2.2983,2.7560,2.9648,3.2823,3.2597,3.0840,2.7295,1.4755,0.1015,0.0774,0.0532,0.0371,0.0306,0.0201,0.2184,2.9833,2.9873,2.9833,2.5441,2.3160,1.9655,1.9905,1.8591,1.6472,1.4401,1.3313,1.5336,1.7076,1.7197,1.8446,2.1202,1.9695,1.8881,2.3386,2.4466,2.2846,2.0517,2.0445,2.2330,2.4506,2.5562,2.2556,1.9445,1.9188,1.9679,2.1275,2.0259,2.0719,2.2500,1.9260,1.8559,1.6391,1.3675,1.2596,1.4344,1.5013,1.3595,1.2862,1.0758,1.0315,0.9509,1.3273,1.2177,1.2708,1.5078,1.9188,1.8325,1.5610,1.3345,1.5529,1.7842,1.8583,1.9051,1.8946,1.8051,1.7511,1.6303,1.6077,1.4441,1.4062,1.5021,1.3788,1.4763,1.5464,1.7914,1.7157,1.6697,1.5618,1.5601,1.3998,1.4030,1.4626,1.3055,1.1959,1.1669,1.2741,1.2015,1.0734,0.9388,1.0404,1.1016,1.1774,1.3103,1.3603,1.1508,0.9791,0.8397,0.7825,0.8574,0.8889,0.8695,0.9259,1.0081,0.9727,0.8679,0.8171,0.8413,0.7527,0.7696,0.9775,0.8292,0.7527,0.7366,0.6664,0.6761,0.5770,0.4771,0.3989,0.3368,0.3497,0.4827,0.6286,0.5472,0.4819,0.4215,0.3610,0.3900,0.4070,0.3997,0.4086,0.3997,0.3779,0.3546,0.3062,0.3183,0.3715,0.4690
0.3223,0.3377,0.3562,0.3586,0.3199,0.2917,0.3892,0.4327,0.4529,0.5488,0.4747,0.6181,0.6020,0.5528,0.6157,0.5971,0.6358,0.5528,0.4811,0.4199,0.3844,0.3530,0.4327,0.4166,0.3675,0.3957,0.4408,0.4376,0.4416,0.4207,0.3626,0.4190,0.4166,0.4601,0.4610,0.6366,0.6834,0.7768,0.8623,0.8373,0.7986,1.1540,1.3974,1.1927,1.0468,1.0565,0.9010,0.8736,0.9098,0.8510,0.8953,1.1121,0.9985,1.0299,1.1282,1.3345,1.2797,1.2386,1.3224,1.2080,1.2749,1.2797,1.2563,1.0960,1.2596,1.3224,1.2596,1.3039,1.1596,1.2990,1.1749,1.1596,1.4304,1.5344,1.4433,1.3071,1.5279,1.7181,1.8954,2.1081,1.9792,2.0549,1.8390,1.7511,1.6883,1.6319,1.5610,1.3732,1.2966,1.3466,1.3708,1.6004,1.7826,1.8527,2.2250,2.9833,2.9817,2.9148,2.9341,2.9785,2.5820,2.5377,2.1645,2.0243,2.0050,2.5634,2.8004,2.5014,2.4031,3.2718,3.1960,3.2718,3.2653,3.2428,2.8334,2.6545,0.1289,0.0886,2.9817,2.9922,2.9817,2.9801,2.8270,2.4281,2.1557,2.6884,3.2790,3.2694,3.2597,2.5852,2.3829,2.1508,2.0727,1.9816,1.8478,1.8051,1.7785,1.6931,1.4691,1.2588,1.1886,1.2612,1.3563,1.2644,1.2442,1.3595,1.4280,1.4618,1.4836,1.3563,1.1725,1.1129,1.0815,1.1089,1.1201,1.0500,0.9791,0.9155,0.8929,0.8486,0.7535,0.8897,1.0210,0.9235,0.8510,0.8389,0.8260,0.7116,0.6447,0.8832,0.9944,1.1846,1.1516,0.9541,0.7841,0.8034,0.8736,0.8405,0.7261,0.6149,0.5480,0.4577,0.3916,0.5286,0.6552,0.6108,0.6334,0.5609,0.4666,0.3933,0.3570,0.3385,0.3715,0.3546,0.3248,0.2772,0.2442,0.2224,0.2603,0.2579
0.1612,0.1515,0.1934,0.2547,0.2305,0.2055,0.1878,0.1644,0.1934,0.2321,0.2587,0.3546,0.3836,0.3634,0.3264,0.3731,0.3473,0.3723,0.3417,0.3892,0.3368,0.2925,0.3062,0.4215,0.5214,0.4722,0.4021,0.4835,0.5536,0.4908,0.5085,0.5343,0.5061,0.4851,0.4319,0.3788,0.3352,0.5311,0.8268,0.6922,0.7108,0.7390,0.8478,0.8607,0.9130,1.0299,0.9791,1.1274,1.3385,1.2660,1.1782,1.4256,1.5875,1.5279,1.4820,1.4441,1.2982,1.3603,1.5626,1.6456,1.4473,1.3579,1.3555,1.1717,1.4368,1.7149,1.6633,1.4997,1.5755,1.5722,1.4683,1.5779,1.7415,1.5932,1.5440,1.6762,1.6375,1.7358,1.6907,1.6246,1.5005,1.4417,1.4562,1.6601,1.8108,1.7245,1.7020,1.6915,1.4860,1.5859,1.8623,1.9599,1.7399,1.5948,1.5779,1.3990,1.5505,1.4248,1.4167,1.3530,1.2410,1.1814,1.3031,1.4078,1.6335,1.6641,1.5900,1.8446,2.7335,3.2919,3.2766,2.3660,2.2822,2.3185,2.0090,2.1299,2.3015,1.9784,1.7600,1.6295,1.5150,1.3917,1.4240,1.2547,1.2958,1.5513,1.5239,2.0082,2.1750,1.9840,1.7286,1.7382,1.7253,1.5996,1.6786,1.7028,1.6641,1.8341,2.1871,2.3088,2.1589,2.1170,1.7592,1.9163,1.8092,1.6045,1.5110,1.6963,1.7761,1.7116,1.5545,1.5029,1.4538,1.5352,1.6891,1.9131,2.1041,1.7737,1.5448,1.9018,2.3338,2.4369,2.3088,2.1259,1.9566,1.5988,1.4119,1.3982,1.6601,1.5158,1.3982,1.2708,1.0984,1.1274,0.9993,0.8486,0.7495,0.6664,0.6689,0.5834,0.5738,0.7059,0.8220,0.6761,0.6149,0.6616,0.6407,0.6600,0.6100,0.5544,0.5012,0.5512,0.4666,0.4247,0.3933,0.5593,0.6914,0.5971,0.5012,0.4174
0.3634,0.3642,0.3151,0.2700,0.2700,0.2885,0.4166,0.6511,0.7462,0.6278,0.5834,0.5101,0.4279,0.3933,0.3723,0.5568,0.7269,0.6552,0.6213,0.5665,0.5544,0.6664,0.7704,0.7543,0.7801,0.7801,0.8623,0.9219,0.9880,1.1822,1.2338,1.0766,1.1645,1.1419,1.1612,1.0766,0.9751,1.0686,1.0823,1.0114,1.1056,1.1661,1.3885,1.4054,1.3732,1.4610,1.3925,1.4143,1.3917,1.3917,1.2152,1.3474,1.1758,1.1475,1.0097,1.0275,1.0226,0.9832,0.8744,1.0565,0.9993,1.1153,1.3434,1.3256,1.2314,1.0500,0.9130,1.0726,1.0944,1.0371,1.0323,1.4167,1.4296,1.2700,1.2878,1.2531,1.3667,1.4699,1.5682,1.7165,2.1081,2.1355,2.4772,2.9825,2.9946,2.9833,2.7568,2.6336,2.4901,2.1122,2.0235,1.8325,2.0388,2.1670,2.0920,2.0880,1.7930,2.0960,1.5738,1.3031,1.2475,1.1886,1.0436,1.0944,1.2563,1.2539,1.1612,1.1951,1.4401,1.6166,1.6657,1.6504,1.6021,2.0429,1.9276,2.0630,2.0364,1.9115,2.1702,2.2218,2.1645,2.1444,1.8285,1.5803,1.4546,1.3248,1.3998,1.2652,1.3119,1.3555,1.3579,1.4884,1.3305,1.1693,1.1040,0.9429,0.9501,0.9751,1.1838,1.2265,1.1508,1.0645,0.9042,0.8196,1.1999,1.4223,1.2378,1.1467,1.0573,0.9952,0.8574,0.8051,0.8832,0.7414,0.6890,0.6769,0.5649,0.4851,0.4529,0.5222,0.5899,0.6592,0.6060,0.6463,0.5367,0.4577,0.3997,0.3433,0.3481,0.4521,0.4545,0.4400,0.3731,0.3489,0.4722,0.5440,0.6930,0.7478,0.6447,0.6108,0.5939,0.6616,0.7712,0.7478,0.6415,0.5641,0.4666,0.4013,0.3457,0.3312,0.3489,0.3151,0.2845,0.2708,0.2764,0.3207,0.3481,0.3828,0.3514,0.3127
